"student_id","student_names","phone_no","math","physics","chemistry","grade","comment","roll_no","student_address","school_id"
6848,Mary Houston,9020531944,86,37,18,D,Poor Pursuance,505147.0,"235 Allen Highway, Port Rebeccaborough, OK 04217",7
6849,Michael Jimenez,9015732790,85,29,43,C,Below Average Achivement,513491.0,"7993 Morrison Canyon, Staceyton, FL 28898",7
6850,Henry Burton,9739487646,48,72,48,C,Below Average Achivement,587218.0,"029 Scott Island Apt. 147, East Bobby, KY 42545",7
6851,Daniel Riley,9361856540,15,15,56,F,Failed,514446.0,"33624 Rice Tunnel Apt. 702, Sloanberg, VI 37793",7
6852,Adam Hayes,9980801838,93,75,30,B,Average Performance,585433.0,"850 Krause Ranch, Lake James, MT 70519",7
6853,Amanda Perkins,9828341067,76,82,28,B,Average Performance,581434.0,"USCGC Hubbard, FPO AA 73373",7
6854,Jeffrey Cross,9181779969,68,33,63,C,Below Average Achivement,572076.0,"4367 Christine Tunnel, Lake Michaelport, WV 13590",7
6855,Donald Diaz,9175330628,66,14,85,C,Below Average Achivement,575523.0,"54224 Nguyen Meadow Suite 571, Christopherton, AZ 81257",7
6856,Gary Lindsey,9889313027,75,67,39,C,Below Average Achivement,518692.0,"949 Griffin Village Suite 642, Lake James, KY 93552",7
6857,Shaun Yu,9147908474,86,14,26,D,Poor Pursuance,532514.0,"387 Amy Knoll, South Deannashire, HI 68558",7
6858,Theresa Booth,9422487439,69,59,12,D,Poor Pursuance,581100.0,"Unit 7221 Box 2078, DPO AE 76624",7
6859,Gary Collins,9945585395,13,43,100,C,Below Average Achivement,595834.0,"180 Michael Stravenue, Padillastad, AZ 38568",7
6860,Nathan Phillips,9693291169,53,42,67,C,Below Average Achivement,562368.0,"USNS Anderson, FPO AE 65676",7
6861,Jennifer Joseph,9720488959,69,54,41,C,Below Average Achivement,566004.0,"76582 Evan Prairie Suite 017, Hopkinsbury, KY 95415",7
6862,Christine Brooks,9175586757,72,90,50,B,Average Performance,599310.0,"941 Frost Field, Lopezville, ID 57958",7
6863,Ralph Reed,9392936539,33,87,10,D,Poor Pursuance,587514.0,"53896 Frances Brooks, West Lydia, OK 44322",7
6864,Ashley Atkinson,9185269541,58,15,73,D,Poor Pursuance,530395.0,"8739 John Shore Suite 143, Kimberlyton, MD 76206",7
6865,Lisa Carroll,9270483259,30,59,23,D,Poor Pursuance,510797.0,"39261 Olson Manor, Andrewfurt, WY 25409",7
6866,Ronald Harrington MD,9577349056,31,32,64,D,Poor Pursuance,518284.0,"18143 Hall Prairie, Mcleanfort, HI 02000",7
6867,David Boone,9509316185,47,30,33,D,Poor Pursuance,558878.0,"75247 Mendoza Greens Apt. 605, Port Dawn, AS 78337",7
6868,Elizabeth Williams,9031227424,52,94,10,C,Below Average Achivement,519818.0,"16912 Michelle Pine, Leahside, TX 92171",7
6869,Gabrielle Richardson,9006070835,29,52,64,D,Poor Pursuance,577493.0,"7767 Anthony Groves Apt. 390, Lake Evelyn, NJ 11220",7
6870,Candice Noble,9058613030,73,38,70,C,Below Average Achivement,501466.0,"815 Ruben Loaf Apt. 888, Stonefort, SC 71231",7
6871,David Parrish,9097770679,88,48,61,B,Average Performance,555322.0,"974 Ashley Spur, Brownview, OH 29616",7
6872,Kimberly Lee,9653636351,58,86,73,B+,Good Pursuance,584721.0,"767 Reilly Harbor, Jennyshire, OK 72046",7
6873,Lisa Hess,9960140754,24,52,16,F,Failed,562222.0,"68284 Shelton Plain, North William, SD 03165",7
6874,Mrs. Danielle Thompson PhD,9522008290,94,28,12,D,Poor Pursuance,553014.0,"9531 Jason Plaza Apt. 499, Davidmouth, MI 42997",7
6875,Cristina Smith,9769843396,77,88,27,B,Average Performance,549969.0,"1726 Chavez Stravenue Apt. 607, South Mitchellville, NJ 38944",7
6876,Chad Waller,9945851352,23,85,58,C,Below Average Achivement,557852.0,"71284 Ortega Mountains, Sherriborough, WV 42026",7
6877,Kimberly Taylor,9630805721,61,30,48,D,Poor Pursuance,542032.0,"0561 Miles Crest, South Steveland, NC 49887",7
6878,Matthew Martinez,9580724915,69,95,83,A,Very Good Achivement,509446.0,"962 Angelica Manor, Lake Bruce, ND 28645",7
6879,Ashley Morris,9118832331,70,23,74,C,Below Average Achivement,563257.0,"652 Kathleen Summit, Hannahmouth, WV 43579",7
6880,Shirley Mcintyre,9314693764,85,53,82,B+,Good Pursuance,576648.0,"6514 Robin Cliff, Jamesbury, GA 95774",7
6881,Diane Brown,9816258209,50,30,38,D,Poor Pursuance,576553.0,"Unit 2523 Box 1091, DPO AA 01041",7
6882,David Oneal,9654510056,90,39,89,B+,Good Pursuance,583833.0,"3231 Quinn Union Apt. 457, South Andrewview, PA 17015",7
6883,Krystal Anderson,9769827771,49,68,63,C,Below Average Achivement,581445.0,"58868 Bell Circles, Port Nicholasstad, ND 06787",7
6884,Joel Phillips,9750919390,52,58,75,B,Average Performance,523502.0,"2178 Romero Underpass Suite 408, South Christopher, NY 28020",7
6885,Tara Torres,9441110180,89,30,21,D,Poor Pursuance,581372.0,"88463 Karen Avenue, Lake Justinburgh, GA 74533",7
6886,Stephanie Mccoy,9663774595,98,67,28,B,Average Performance,512415.0,"69425 Jeffrey Branch, New Gina, MH 26916",7
6888,Diana Campbell,9703879612,69,17,95,C,Below Average Achivement,571389.0,"330 Amanda Hill Suite 981, Davidhaven, NY 06954",7
6889,Shawn Abbott,9115222857,22,40,20,F,Failed,553723.0,"557 Griffith Meadow Suite 380, Wilsontown, DC 20895",7
6890,Jordan Hart,9074970705,83,68,39,B,Average Performance,542268.0,"8729 Jennifer Inlet Suite 067, Hillland, HI 85198",7
6891,Mary Hatfield,9340597200,51,95,54,B,Average Performance,527537.0,"749 Meza Falls, West Colleen, PR 50321",7
6892,Bryan Lee,9545143017,46,17,28,F,Failed,545649.0,"115 Caroline Rapids Apt. 132, South Jennifer, MI 64241",7
6893,Jean Blair,9211511254,43,80,54,C,Below Average Achivement,557854.0,"Unit 1696 Box 8277, DPO AA 83253",7
6894,Emma Smith,9362709123,87,49,63,B,Average Performance,511311.0,"02736 Rodriguez Cliff, Austinborough, TN 30617",7
6895,Jeremy Welch,9760732138,65,79,64,B,Average Performance,589315.0,"3861 Ashley Glen, Bentonland, AK 35968",7
6896,Jason Peters,9159355493,21,33,89,D,Poor Pursuance,507272.0,"06951 Lauren Estates Apt. 654, New Barbaraburgh, PA 40289",7
6897,Larry Glenn,9223111601,75,10,28,D,Poor Pursuance,573733.0,"9325 Wright Avenue, East Charles, KY 45917",7
6898,Katie Gonzalez,9740148939,67,20,55,D,Poor Pursuance,589437.0,"658 Stephanie Stravenue, Lake Aliciaview, AR 82384",7
6899,Kelly Robinson,9224515058,97,93,76,A,Very Good Achivement,586995.0,"3291 Anthony Drive Apt. 981, Lake Marco, UT 31489",7
6900,Mark Peterson,9162974419,44,98,10,D,Poor Pursuance,509730.0,"004 Martinez Islands Apt. 988, Jacobsshire, MS 40725",7
6901,Dr. John Shaw DDS,9897201865,85,65,94,A,Very Good Achivement,590045.0,"6630 Knight Forest Suite 620, Destinyhaven, WA 82347",7
3001,Erica Wall,9288341752,79,60,90,B+,Good Pursuance,541842.0,"35753 Flores Wells Suite 315, Campbellville, AK 22006",4
3002,Miranda Hodge,9859422227,57,72,40,C,Below Average Achivement,599182.0,"261 Hunter Branch Suite 238, South Brian, NH 24094",4
3003,Alejandro Wilson,9354798773,25,20,21,F,Failed,530914.0,"9072 Jeffery Trafficway Apt. 914, Thompsonberg, ID 45053",4
3004,Justin Jimenez,9074319329,89,41,64,B,Average Performance,572967.0,"388 Acevedo Fort, West Kristina, TX 43258",4
3005,Jason Durham,9982431167,84,81,89,A,Very Good Achivement,530862.0,"2654 Amber Stream Apt. 197, Gonzalesville, FM 32816",4
3006,Phillip Powers,9326192906,59,34,21,D,Poor Pursuance,593544.0,"099 Cochran Crest Apt. 179, South Christopherchester, AL 99634",4
3007,Rachel Robles,9392954379,35,94,44,C,Below Average Achivement,549277.0,"212 Russell Union, Noahtown, MS 13442",4
3008,Scott Ross,9540849527,73,23,72,C,Below Average Achivement,504757.0,"0556 Mccullough Roads, New Bryanmouth, NC 27167",4
3009,Martha Quinn,9589992511,87,55,100,B+,Good Pursuance,518134.0,"27764 Bruce Plaza, East Vanessaport, PR 13381",4
3010,Ryan Collins,9547085881,72,50,40,C,Below Average Achivement,599994.0,"841 Bradley Canyon, Mcdowellbury, WY 86106",4
3011,Joshua Weiss,9671186712,59,24,79,C,Below Average Achivement,541414.0,"203 Jones Dale Suite 198, Combsside, DE 02894",4
3012,Justin Costa,9214021633,33,15,65,D,Poor Pursuance,559755.0,"0104 Thomas Unions, Andrewland, WV 02303",4
3013,Michael Martinez,9254164788,85,35,14,D,Poor Pursuance,515585.0,"6699 Henry Via, South Mackenzie, ID 88550",4
3014,Michael Wilkinson,9663738372,41,37,32,D,Poor Pursuance,519026.0,"965 Green Corner Suite 386, Lake Williamview, NE 57264",4
3015,Gregory Martin,9444994778,62,32,63,C,Below Average Achivement,568286.0,"59363 Mark Passage Suite 790, Lake Sheila, GA 84837",4
3016,Christina Ross,9259737341,28,93,78,B,Average Performance,525643.0,"0461 Howard Summit Apt. 511, West Angelaberg, DE 58367",4
3017,Jessica Garcia,9176577966,20,36,41,F,Failed,551569.0,"945 Watson Springs, Medinabury, LA 60508",4
3018,Gregory Hardy,9737649337,11,40,33,F,Failed,517604.0,"121 Donald Rest, South Ann, KS 76014",4
3019,Colin Kemp,9426027511,27,25,51,D,Poor Pursuance,538036.0,"995 Hess Lodge, Danielbury, AR 55935",4
3020,Tiffany Flores,9315878086,59,90,68,B+,Good Pursuance,566856.0,"499 Daniel Run, Copelandhaven, GA 70227",4
6902,Anthony Wilkins,9536421341,97,95,43,B+,Good Pursuance,583348.0,"6660 Diaz Street Apt. 757, North Jerry, AR 10798",7
6903,Thomas Tapia,9918824654,57,82,75,B+,Good Pursuance,520218.0,"19003 Jenkins Turnpike Apt. 527, East Ashleyberg, LA 88927",7
6904,Joseph Clayton,9797866588,38,87,88,B+,Good Pursuance,524791.0,"96223 Amanda Square, Kathrynchester, CO 29791",7
6905,Angela Simmons,9803345395,94,54,93,B+,Good Pursuance,581495.0,"04099 Taylor Track, North Tracyport, PA 22210",7
6906,Christina Ward,9828084171,11,28,63,D,Poor Pursuance,525225.0,"4290 Bowman Neck, Davidmouth, MN 53084",7
6907,Shaun Costa,9410172553,74,67,72,B+,Good Pursuance,550748.0,"348 Amanda Ford, New Susanport, TN 91032",7
6908,Monique Davenport,9392172168,56,42,74,C,Below Average Achivement,563229.0,"3853 Clark Pike Suite 789, North Marilyn, RI 60515",7
6909,Lori Padilla,9652780441,24,69,26,D,Poor Pursuance,522164.0,"034 John Heights Apt. 716, Lake Logan, PA 79321",7
6910,John Pugh,9321802001,66,28,58,D,Poor Pursuance,569226.0,"53064 Jensen Ways Apt. 544, South Kennethmouth, TX 13312",7
6911,Chloe Perkins,9016934594,60,55,36,D,Poor Pursuance,525847.0,"02483 Kennedy Garden, Williamborough, IN 64999",7
6912,Mr. Andrew Moore III,9007456083,26,60,94,C,Below Average Achivement,507785.0,"987 Robert Vista, Port Matthew, MO 95226",7
6913,Brandy Smith,9467255269,93,54,71,B+,Good Pursuance,547135.0,"807 Hawkins Port, Bookerville, PW 80427",7
6914,Krista Warren,9610336325,50,51,56,C,Below Average Achivement,520974.0,"65999 Tony Estate, Port Madisonview, WA 79714",7
6915,Philip Hall,9339327029,42,29,59,D,Poor Pursuance,583145.0,"49429 Hart Pass, Lake Katelynland, MN 35749",7
6916,Donna Castillo,9035797629,90,92,13,B,Average Performance,508748.0,"8836 Taylor Trail, Ramseyport, PR 41434",7
6917,Anthony Ryan,9808744887,100,61,55,B+,Good Pursuance,599114.0,"84044 Phillips Radial Apt. 953, East Cynthia, OK 19244",7
6918,Alex Brewer,9158494886,100,20,10,D,Poor Pursuance,586245.0,"604 Rodriguez Vista Apt. 887, Markview, DC 74822",7
6919,Rebekah Friedman,9706559934,77,87,73,B+,Good Pursuance,594776.0,"14481 Martinez Drives, Franklinborough, OR 68618",7
6920,Yvonne Moore,9570746863,24,65,40,D,Poor Pursuance,527149.0,"748 Michele Run, Mitchellside, AL 41182",7
6921,Dr. Melvin Johnson,9741974629,94,30,97,B+,Good Pursuance,522826.0,"02492 Brandon Points, Hillshire, AL 03845",7
6922,Jennifer Murray,9675869699,99,58,48,B,Average Performance,568142.0,"Unit 4280 Box 0817, DPO AA 89008",7
6923,Leslie Kelly,9034440789,77,75,95,A,Very Good Achivement,513429.0,"31383 Charles Vista, Hallborough, AZ 03170",7
6924,Melissa Williams,9366565386,77,71,26,C,Below Average Achivement,564482.0,"1704 Luke Center, Lake Kristen, FL 39538",7
6925,Matthew Ferguson,9902743728,93,25,36,C,Below Average Achivement,507289.0,"5989 Sandra Port Apt. 712, Palmerborough, AL 49196",7
6926,Justin Bass MD,9679113487,72,33,50,C,Below Average Achivement,519939.0,"07585 Sullivan Squares, East Christianmouth, NH 04994",7
6927,Christopher Reed,9720815515,40,90,15,D,Poor Pursuance,530106.0,"53597 Taylor River, Timothyville, GU 80903",7
6928,Jorge Garcia,9188224934,55,11,21,F,Failed,504301.0,"4486 Cook Ramp Apt. 660, West Chad, NH 28188",7
6929,Holly Lewis,9141380115,76,76,90,B+,Good Pursuance,552811.0,"996 Smith Hill, South Lori, CT 82680",7
6930,Richard Khan,9994388464,67,42,89,B,Average Performance,506622.0,"8005 Collins Camp, Lisaborough, ID 50196",7
6931,Shannon Lambert,9459223592,87,49,64,B,Average Performance,579151.0,"6773 Jason Shoal, Dianastad, WI 44703",7
6932,David Mccoy,9649071542,45,17,49,D,Poor Pursuance,514672.0,"3935 Frost Motorway, Tiffanyfurt, AR 39544",7
6933,Laurie Hopkins,9724802774,26,41,44,D,Poor Pursuance,590271.0,"88226 Alexis Route, New Patrickshire, HI 41829",7
6934,Randy Garner,9484167410,93,100,55,A,Very Good Achivement,566526.0,"70563 Brittany Throughway, Loriview, KY 75253",7
6935,Aaron Black,9430746291,66,89,10,C,Below Average Achivement,574322.0,"447 Morrison Knoll, South Jennifer, GU 49117",7
6936,Jeffrey Mccoy,9732972379,60,18,62,D,Poor Pursuance,595791.0,"667 Stein Creek Suite 180, Lake Jenniferstad, CA 59512",7
6937,Janice Wilson,9843268822,70,11,16,F,Failed,520870.0,"206 Leroy Camp, Hendersonchester, OK 77176",7
6938,Jesse Johnson,9509362293,36,39,57,D,Poor Pursuance,501636.0,"3636 Kevin Plains Apt. 345, South Becky, RI 83473",7
6939,Mark Proctor,9548264393,16,17,48,F,Failed,523890.0,"49546 Melvin Parks, Lake Nathanshire, MD 38416",7
6940,Kelly Martin,9092895013,61,24,26,D,Poor Pursuance,594333.0,"9598 Porter Knolls Suite 992, Port Angelachester, MI 55533",7
6941,Tamara Guerrero,9006535423,48,77,27,D,Poor Pursuance,511871.0,"75089 Dillon Pike Suite 126, West Bryceport, IL 56484",7
6942,Rhonda Hall,9127165807,93,57,49,B,Average Performance,559523.0,"979 Serrano Rapids, Kellyton, PA 47076",7
6943,Adam Trevino,9743838397,66,66,19,D,Poor Pursuance,599325.0,"39248 Turner Meadows, Savageton, CO 07339",7
6944,Brian Davis,9159737363,41,44,32,D,Poor Pursuance,531675.0,"00785 Angie Fields, Tonyfurt, AS 68970",7
6945,Danielle Ayala,9394584732,46,93,61,B,Average Performance,571903.0,"206 Kenneth Springs Apt. 512, Monicamouth, VA 37987",7
6946,Kenneth Johnson,9477818574,50,22,41,D,Poor Pursuance,594174.0,"10407 Monica Ports Apt. 815, New Dianeside, ME 84384",7
3042,Gregory Mann,9381123760,15,16,18,F,Failed,596455.0,"826 Ashley Trace, Port Karla, NM 88234",4
6947,Colton Jones,9016087010,56,58,23,D,Poor Pursuance,592633.0,"29897 Bradford Brooks Suite 457, Ortizberg, MH 24547",7
6948,James Jimenez,9262031978,95,46,14,C,Below Average Achivement,565706.0,"24972 Gutierrez Mews, Port Michelle, VT 45112",7
6949,Erin Carr,9126356724,53,20,16,F,Failed,541548.0,"728 Randy Lake Apt. 587, Grantborough, VI 57337",7
6950,Michelle Campbell MD,9607066705,22,72,32,D,Poor Pursuance,571980.0,"95374 Sharp Knoll, New Shane, SD 46519",7
6951,Jennifer Stanley,9305914561,92,17,20,D,Poor Pursuance,562823.0,"1884 Melissa Walk, Quinnmouth, AR 81409",7
6952,Mark Rose,9719257156,100,21,64,B,Average Performance,532799.0,"164 King Creek Apt. 579, Caldwellmouth, SC 93654",7
6953,Tara George,9860653098,28,51,68,D,Poor Pursuance,530753.0,"41697 Elaine Stream Apt. 651, East Elizabeth, ID 59009",7
6954,Jonathan Williams,9514435521,77,36,88,B,Average Performance,524339.0,"92847 Reed Forges, North Katieland, VI 00591",7
6955,Mike Wood,9206397869,43,92,67,B,Average Performance,582600.0,"838 Kathleen Flat, Brownborough, FM 96589",7
6956,Heather Turner,9075443050,70,34,29,D,Poor Pursuance,534195.0,"060 Chavez Lodge Apt. 456, Torresberg, HI 56513",7
6957,Christopher Simmons,9588052191,39,68,29,D,Poor Pursuance,539655.0,"322 Cindy Ranch, Murphybury, WI 23454",7
6958,Megan Ortiz,9887139335,51,81,10,D,Poor Pursuance,501594.0,"7097 Danielle Oval Apt. 331, Johnborough, VA 86178",7
6959,Stephen Mcguire,9537485866,33,11,62,D,Poor Pursuance,590163.0,"8961 Jason Ways, New Maryfort, GA 43909",7
6960,Stacey Newton,9901607126,72,28,84,B,Average Performance,599103.0,"37654 Wilson Junctions Apt. 832, North Albert, NM 58072",7
6961,Michael Sullivan,9790123884,24,43,39,D,Poor Pursuance,537854.0,"8485 Kyle Crossing Suite 888, Lake Christophertown, DC 36798",7
6962,Mindy Rios,9545294833,72,60,16,D,Poor Pursuance,549149.0,"181 Miles Lakes, South Amanda, DC 14047",7
6963,Alan Lewis,9681112856,47,43,92,C,Below Average Achivement,511168.0,"91576 James Road Suite 645, Lake Elijah, OR 08774",7
6964,Hector Kelly,9689109390,36,56,57,D,Poor Pursuance,511022.0,"970 Nathaniel Mission Suite 669, South Shelby, GU 88330",7
6965,Christopher Wood,9655531041,59,60,78,B,Average Performance,514768.0,"6437 Sherry Flats, Shawnton, SD 78612",7
6966,Mr. Gilbert Cook,9579620439,57,57,52,C,Below Average Achivement,511237.0,"57883 Troy Mountain Apt. 861, Comptonview, TN 22034",7
6967,Mr. Eugene Barnes DVM,9638969056,55,99,30,B,Average Performance,533913.0,"24391 Jasmine Highway Suite 632, South Anthony, VI 78254",7
6968,Alicia Murray,9206260932,11,53,72,D,Poor Pursuance,541759.0,"46092 Jennifer Motorway, Lake Mark, NY 64373",7
6969,Dalton Lutz,9565540883,12,68,95,C,Below Average Achivement,512629.0,"328 Pearson Causeway Apt. 638, Richardfort, ND 73110",7
6970,Christopher Mcintyre,9692413875,94,47,97,B+,Good Pursuance,596071.0,"51156 Alexandra Vista Apt. 552, Andreahaven, MD 49307",7
6971,Justin Ford,9319260506,34,83,58,C,Below Average Achivement,572175.0,"3774 Dean Lights, Campbellside, MT 79695",7
6972,Sandra Howell,9122094575,83,65,69,B+,Good Pursuance,509475.0,"USNV Weber, FPO AP 49136",7
6973,Kristin Collins,9861716450,48,13,30,F,Failed,541343.0,"4825 Sandra Place Apt. 990, South Christine, VA 11811",7
6974,Karen Wright,9680033883,60,87,79,B+,Good Pursuance,525251.0,"060 Laura Lodge, Port Alexander, VT 33832",7
6975,Maureen Santos,9351926537,21,19,26,F,Failed,502229.0,"46611 Cole Stravenue Suite 699, East Tammyton, HI 67726",7
6976,Cheryl Knight,9913705286,28,50,52,D,Poor Pursuance,574774.0,"52739 Ward Prairie, Maryport, WY 81898",7
6977,Hayley Baker,9081273024,16,52,56,D,Poor Pursuance,524256.0,"87351 Bryan Mission Apt. 582, Ramirezfort, MA 67949",7
6978,Laura Wood,9485472906,31,55,64,D,Poor Pursuance,552391.0,"6949 Elizabeth Crescent, New Donnahaven, WA 09212",7
6979,Brenda Simmons,9520397252,13,27,49,F,Failed,542345.0,"41999 Deborah Burgs, Shannonshire, TX 32464",7
6980,Jane Rodriguez,9865042461,28,31,78,D,Poor Pursuance,507736.0,"17950 Kimberly Plaza, Vancetown, LA 28596",7
6981,Laura Haynes,9663234171,16,52,74,D,Poor Pursuance,517678.0,"367 Sandoval Glen Suite 241, Calhounshire, SD 68868",7
6982,Kevin Wright,9867307722,20,18,20,F,Failed,558235.0,"1630 Rodriguez Rapid Apt. 748, East Bradleyburgh, MN 97949",7
6983,Jessica Kaiser,9444009406,79,17,39,D,Poor Pursuance,596266.0,"4146 Reid Terrace Apt. 927, Lake Anthonyfort, CA 11344",7
6984,Angel Hamilton,9000052055,49,23,93,C,Below Average Achivement,514110.0,"100 Mason Route, East Kennethview, NC 95618",7
6985,Pamela Camacho,9640159955,13,66,45,D,Poor Pursuance,595517.0,"85757 Potter Forest, Wardstad, DC 64407",7
6986,Teresa James,9696435439,67,95,67,B+,Good Pursuance,520004.0,"1912 Costa Forks, Colemouth, WY 58610",7
6987,Oscar Walters,9279110591,21,19,40,F,Failed,599148.0,"87948 Thomas Path Suite 083, Burnettmouth, MP 67958",7
6988,David Herrera,9141550767,24,35,53,D,Poor Pursuance,572178.0,"USNS Brock, FPO AE 83596",7
6989,Amber Sharp,9374704937,53,67,38,C,Below Average Achivement,555456.0,"0919 Samantha Harbors, Bakerside, CO 10099",7
6990,Paul Cervantes,9308746233,91,60,19,C,Below Average Achivement,568192.0,"3869 Rivas Ridges, Kristinview, VT 61560",7
6991,Michelle Carpenter,9821730709,88,97,71,A,Very Good Achivement,530377.0,"91291 Jacob Ridge Apt. 397, South Timothy, GA 01803",7
6992,Elizabeth Price,9192496470,100,21,77,B,Average Performance,522208.0,"8839 Daniel Coves Apt. 778, Robinsonstad, NC 88002",7
6993,Terri Humphrey,9287373247,40,81,72,B,Average Performance,503233.0,"469 Hernandez Crossing Suite 502, Derekbury, NC 52418",7
6994,Natalie Phillips,9392713951,33,46,67,D,Poor Pursuance,537329.0,"502 Christopher Summit, Ramirezshire, IN 16741",7
6995,Dr. Jasmine Hatfield,9398770166,44,16,54,D,Poor Pursuance,552944.0,"3179 James Common Apt. 390, East Morganhaven, MI 57024",7
6996,Derrick Mcconnell,9840874299,16,63,57,D,Poor Pursuance,501440.0,"976 Diane Stravenue Apt. 640, Floresberg, AL 41611",7
6997,Christina Lopez,9878463863,21,76,48,D,Poor Pursuance,528919.0,"PSC 0346, Box 1108, APO AE 23361",7
6998,Jeffrey Weber,9637204514,58,14,30,D,Poor Pursuance,514183.0,"4772 Matthews Ports, Lake Courtneyville, SD 56042",7
6999,Christopher Simmons,9257455076,12,71,89,C,Below Average Achivement,591966.0,"31865 Francisco Land, Scottstad, WI 54076",7
7000,Richard Moss,9172112582,11,54,68,D,Poor Pursuance,597428.0,"Unit 3235 Box 6588, DPO AP 56844",8
7019,Jennifer Rogers,9802072523,13,65,60,D,Poor Pursuance,515691.0,"367 Ward Glens Apt. 607, West Nicole, MN 17701",8
7020,Veronica Olson,9498762660,52,34,90,C,Below Average Achivement,525670.0,"24934 Nicole Station Suite 756, Hillside, MT 61364",8
7021,Laura Wilkinson,9887512599,30,13,20,F,Failed,583672.0,"Unit 3385 Box 0977, DPO AA 13701",8
7022,Kenneth Adams,9089366952,82,33,37,D,Poor Pursuance,596420.0,"42453 Castaneda Station Suite 262, Ginaton, HI 39145",8
7023,Alexa Bell,9149744043,91,70,66,B+,Good Pursuance,593486.0,"4381 Cooper Bypass, North Geoffrey, SD 35135",8
7024,Anthony Dunlap,9828249098,45,20,60,D,Poor Pursuance,535425.0,"542 Escobar Camp, Port Hannah, WY 10191",8
7025,Jason Graham,9355621956,65,47,54,C,Below Average Achivement,527763.0,"USS Rodriguez, FPO AA 05749",8
7026,Robin Alexander,9400392342,66,20,36,D,Poor Pursuance,518001.0,"0374 Banks Fields, West Amandaport, OK 51608",8
7027,Dr. Brittany Smith,9173791596,94,72,18,B,Average Performance,542849.0,"891 Best Shore Suite 908, Jenniferhaven, MN 59804",8
7028,Amy Cooper,9977071739,86,90,90,A,Very Good Achivement,599470.0,"5952 Bailey Estate, Lake Billyfort, VT 82777",8
7356,Kathleen Arnold,9803746847,27,34,71,D,Poor Pursuance,525397.0,"00503 Wilson Neck, South Tamara, AS 45759",8
7029,Tara Russell,9876620258,84,32,40,C,Below Average Achivement,563860.0,"9516 Nicholas Hollow Suite 570, Lake Melissa, NC 90713",8
7030,John Chavez MD,9698469829,90,27,27,D,Poor Pursuance,554745.0,"4404 Mcconnell Points Suite 833, Michaelside, GU 18911",8
7031,James Sweeney,9996879730,95,71,28,B,Average Performance,513283.0,"85202 Velasquez Land, West Jenniferchester, WI 70339",8
7032,David Marks,9890633444,76,12,84,C,Below Average Achivement,523002.0,"19675 Robinson Inlet Apt. 587, North Coreymouth, PR 20134",8
7033,Carol Cobb,9543827215,39,45,71,C,Below Average Achivement,590772.0,"35937 Jessica Roads, Yvettechester, OK 74895",8
7034,Preston Hernandez,9836017237,23,74,42,D,Poor Pursuance,587154.0,"49913 Wolf Walks Apt. 243, Lake Ian, FL 60332",8
7035,Karen Cooper,9391028702,85,39,16,D,Poor Pursuance,567475.0,"5672 Nicholson Crest Suite 283, New Philipport, MP 41930",8
7036,Matthew Perez,9761646235,82,80,33,B,Average Performance,544350.0,"555 Kevin Trafficway Suite 689, Hillview, CA 02200",8
7037,Nathan David,9874820767,63,49,13,D,Poor Pursuance,593387.0,"09909 Johnson Fort Apt. 261, Kathleenshire, NE 76389",8
7038,Shannon Dean,9247337433,77,39,80,B,Average Performance,511934.0,"889 White Junction Suite 407, Frankshire, CO 64913",8
7039,Deanna House,9796775819,93,10,13,D,Poor Pursuance,580270.0,"61490 Bond Isle, Penaton, ID 98166",8
7040,Pamela Thomas,9405771350,71,27,64,C,Below Average Achivement,567902.0,"76387 Tammy Hill Apt. 149, Navarroberg, NV 52916",8
7041,Randy Patterson,9347761622,57,88,29,C,Below Average Achivement,506144.0,"8949 Nicholas Branch, Lake Daniel, FL 30027",8
7042,Calvin Cowan,9114636798,28,30,34,F,Failed,539431.0,"0672 Stephen Lane, Fischerton, AK 01669",8
7043,Gavin Bird,9136933972,47,80,78,B,Average Performance,529056.0,"471 Mary Wells, East Nicholasville, AZ 35100",8
7044,Dylan Thompson,9958233943,30,65,74,C,Below Average Achivement,501474.0,"USCGC Bridges, FPO AE 18391",8
7045,Daniel Nunez,9133588847,31,96,61,B,Average Performance,516576.0,"2727 Rodriguez Islands, Port Robert, VT 74272",8
7046,Mr. Michael Barrett,9261714850,71,66,15,D,Poor Pursuance,569134.0,"3406 Mcdaniel Neck Apt. 998, Rileyville, VT 02815",8
7047,Brian Cruz,9548735608,25,36,33,F,Failed,538564.0,"970 Anthony Brooks, Jenniferside, AR 87426",8
7048,Brandy Castro,9657356475,70,63,73,B,Average Performance,501683.0,"12321 Dennis Ramp, Maddoxville, NM 47933",8
7049,Joseph Smith,9475753583,62,38,96,B,Average Performance,564991.0,"282 Melvin Ports, Lake Mikaylamouth, ID 16339",8
7050,Courtney Acosta,9689694361,38,76,39,C,Below Average Achivement,534101.0,"Unit 5591 Box 5956, DPO AP 64494",8
7051,James Chavez,9498059453,87,45,85,B+,Good Pursuance,578744.0,"47656 Veronica Crescent Suite 440, Sharonport, HI 27978",8
7052,Rebecca Glass,9142491057,41,48,39,D,Poor Pursuance,517631.0,"91675 Shannon Course, Lisaville, TX 94737",8
7053,William Avila,9200418466,14,99,67,C,Below Average Achivement,527090.0,"4991 Michael Fords, Valdezborough, MT 57063",8
3118,Jordan Walker,9641350146,19,44,14,F,Failed,514038.0,"Unit 6624 Box 0707, DPO AE 21796",4
